Project_ID,Project_Name,project_letter,Stage,Center,Group_ES,Value,Mean,SD,n,Subgroup,Treatment,planned_EU_total,planned_EU_per_group
"A","A","A","exploratory","Center_1","Treated",9.66891030422009,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","exploratory","Center_1","Treated",10.3629685549737,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","exploratory","Center_1","Treated",13.3698721558501,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","exploratory","Center_1","Treated",11.3598871614464,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","exploratory","Center_1","Treated",9.37695517720648,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","exploratory","Center_1","Treated",10.800783344112,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","exploratory","Center_1","Treated",11.7411786219857,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","exploratory","Center_1","Treated",13.7734722940076,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","exploratory","Center_1","Treated",11.6972080753284,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","exploratory","Center_1","Treated",12.6595824015155,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","confirmatory","Center_1","Ctrl",9.87617657884656,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","confirmatory","Center_1","Ctrl",9.38807467252017,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","confirmatory","Center_1","Ctrl",9.23905799797523,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","confirmatory","Center_1","Ctrl",8.61058604215898,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","confirmatory","Center_1","Ctrl",9.5841654439608,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","confirmatory","Center_1","Ctrl",7.46920729686347,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","confirmatory","Center_1","Ctrl",14.337911930677,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","confirmatory","Center_1","Ctrl",12.41592399661,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","confirmatory","Center_1","Ctrl",7.7537828335933,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","confirmatory","Center_1","Ctrl",9.19423032940185,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","confirmatory","Center_1","Ctrl",9.06668929275356,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","confirmatory","Center_1","Ctrl",11.5599302366726,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","confirmatory","Center_1","Ctrl",9.83326186705634,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","confirmatory","Center_1","Ctrl",10.5066370279895,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","confirmatory","Center_1","Treated",15.3797450372912,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","confirmatory","Center_1","Treated",14.4567855642728,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","confirmatory","Center_1","Treated",12.5520469565318,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","confirmatory","Center_1","Treated",9.90204899105382,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","confirmatory","Center_1","Treated",10.9582613123341,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","confirmatory","Center_1","Treated",15.2464050434613,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","confirmatory","Center_1","Treated",9.85986354131141,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","confirmatory","Center_1","Treated",15.3717744884103,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","confirmatory","Center_1","Treated",11.5166204645221,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","confirmatory","Center_1","Treated",11.063599042719,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","confirmatory","Center_1","Treated",10.4540435436382,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","confirmatory","Center_2","Ctrl",7.96284923378582,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","confirmatory","Center_2","Ctrl",7.85641754704884,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","confirmatory","Center_2","Ctrl",10.6070572828085,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","confirmatory","Center_2","Ctrl",10.8964195572589,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","confirmatory","Center_2","Ctrl",10.106008453461,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","confirmatory","Center_2","Ctrl",11.8445349357595,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","confirmatory","Center_2","Ctrl",14.1001693712543,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","confirmatory","Center_2","Ctrl",9.01793766788693,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","confirmatory","Center_2","Ctrl",5.38166224871838,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","confirmatory","Center_2","Ctrl",12.0114770489245,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","confirmatory","Center_2","Ctrl",8.58159847483521,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","confirmatory","Center_2","Treated",13.2385670696987,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","confirmatory","Center_2","Treated",11.9876034754608,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","confirmatory","Center_2","Treated",10.628586308614,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","confirmatory","Center_2","Treated",11.4413329447256,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","confirmatory","Center_2","Treated",10.4345394494335,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","confirmatory","Center_2","Treated",10.4420055205356,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","confirmatory","Center_2","Treated",11.2503998137432,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","confirmatory","Center_2","Treated",11.3612123823411,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","confirmatory","Center_2","Treated",12.1690875361016,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","confirmatory","Center_2","Treated",10.4630527941206,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","confirmatory","Center_2","Treated",10.7481781738567,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","confirmatory","Center_2","Treated",10.1982582895241,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","confirmatory","Center_2","Treated",13.3274573393505,NA,NA,NA,NA,"DummyTreatment",NA,NA
"A","A","A","exploratory","Center_1",NA,NA,NA,NA,NA,NA,"DummyTreatment",30,13
"B","B","B","exploratory","Center_1","Ctrl",10.4127453907015,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","exploratory","Center_1","Ctrl",9.02215432941143,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","exploratory","Center_1","Ctrl",8.74409668435331,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","exploratory","Center_1","Ctrl",9.9061665471434,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","exploratory","Center_1","Ctrl",10.3252362306438,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","exploratory","Center_1","Ctrl",12.5846118299464,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","exploratory","Center_1","Ctrl",9.07288699696005,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","exploratory","Center_1","Ctrl",10.6109264549634,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","exploratory","Center_1","Ctrl",9.83202257351934,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","exploratory","Center_1","Ctrl",10.820726898324,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","exploratory","Center_1","Ctrl",10.3673564810582,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","exploratory","Center_1","Ctrl",13.5574832366876,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","exploratory","Center_1","Ctrl",10.0753656947948,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","exploratory","Center_1","Ctrl",12.3524402488012,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","exploratory","Center_1","Ctrl",8.88292837934637,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","exploratory","Center_1","Ctrl",8.10876412014879,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","exploratory","Center_1","Ctrl",8.66962272104266,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","exploratory","Center_1","Treated",8.66411612682373,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","exploratory","Center_1","Treated",11.2395469594245,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","exploratory","Center_1","Treated",13.8379932181215,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","exploratory","Center_1","Treated",10.8493060747832,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","exploratory","Center_1","Treated",13.2159286444501,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","exploratory","Center_1","Treated",8.76423458342167,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","exploratory","Center_1","Treated",11.8888760689509,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","exploratory","Center_1","Treated",13.0388144078869,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","exploratory","Center_1","Treated",12.6023067243334,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","confirmatory","Center_1","Ctrl",6.86464973504493,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","confirmatory","Center_1","Ctrl",9.47854821458277,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","confirmatory","Center_1","Ctrl",11.9236207034471,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","confirmatory","Center_1","Ctrl",11.7077909286202,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","confirmatory","Center_1","Ctrl",10.8375934041444,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","confirmatory","Center_1","Ctrl",10.6799130260283,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","confirmatory","Center_1","Ctrl",11.1928501180306,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","confirmatory","Center_1","Ctrl",13.7428360104221,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","confirmatory","Center_1","Ctrl",11.2057407393876,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","confirmatory","Center_1","Ctrl",8.46766239223809,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","confirmatory","Center_1","Ctrl",8.75934702584507,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","confirmatory","Center_1","Treated",10.0762867317397,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","confirmatory","Center_1","Treated",11.8573838277528,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","confirmatory","Center_1","Treated",14.8891017168467,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","confirmatory","Center_1","Treated",12.9030081061584,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","confirmatory","Center_1","Treated",12.0824658439859,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","confirmatory","Center_1","Treated",11.1550063353208,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","confirmatory","Center_1","Treated",7.89350555691897,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","confirmatory","Center_1","Treated",14.2626744268284,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","confirmatory","Center_1","Treated",9.07871985815036,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","confirmatory","Center_1","Treated",13.4798950217547,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","confirmatory","Center_1","Treated",15.818207138435,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","confirmatory","Center_1","Treated",9.1122136780564,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","confirmatory","Center_1","Treated",13.4035686707494,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","confirmatory","Center_1","Treated",11.4756050211951,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","confirmatory","Center_2","Ctrl",9.47201416243702,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","confirmatory","Center_2","Ctrl",8.4950746055631,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","confirmatory","Center_2","Ctrl",10.8813841810564,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","confirmatory","Center_2","Ctrl",7.4450984677328,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","confirmatory","Center_2","Ctrl",12.3543840911135,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","confirmatory","Center_2","Ctrl",11.8050116683618,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","confirmatory","Center_2","Ctrl",7.47739164653256,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","confirmatory","Center_2","Ctrl",11.6749102913863,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","confirmatory","Center_2","Ctrl",5.30341938479585,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","confirmatory","Center_2","Ctrl",11.2219422736342,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","confirmatory","Center_2","Ctrl",9.90426451542287,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","confirmatory","Center_2","Ctrl",5.20160458335493,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","confirmatory","Center_2","Treated",11.4392093296595,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","confirmatory","Center_2","Treated",13.125979066441,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","confirmatory","Center_2","Treated",11.2551224877923,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","confirmatory","Center_2","Treated",13.9539467733712,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","confirmatory","Center_2","Treated",11.250838284466,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","confirmatory","Center_2","Treated",14.1054229311587,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","confirmatory","Center_2","Treated",9.90164598666787,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","confirmatory","Center_2","Treated",9.47968951048377,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","confirmatory","Center_2","Treated",18.4820798698848,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","confirmatory","Center_2","Treated",11.1662848236791,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","confirmatory","Center_2","Treated",12.5964551830814,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","confirmatory","Center_2","Treated",13.2731393480677,NA,NA,NA,NA,"DummyTreatment",NA,NA
"B","B","B","exploratory","Center_1",NA,NA,NA,NA,NA,NA,"DummyTreatment",44,17
"C","C","C","exploratory","Center_1","Ctrl",14.0226111722682,NA,NA,NA,"Ctrl_sub_1","DummyTreatment",NA,NA
"C","C","C","exploratory","Center_1","Ctrl",7.64406500256577,NA,NA,NA,"Ctrl_sub_1","DummyTreatment",NA,NA
"C","C","C","exploratory","Center_1","Ctrl",8.48965903560952,NA,NA,NA,"Ctrl_sub_1","DummyTreatment",NA,NA
"C","C","C","exploratory","Center_1","Ctrl",14.2569037980324,NA,NA,NA,"Ctrl_sub_2","DummyTreatment",NA,NA
"C","C","C","exploratory","Center_1","Ctrl",8.51732780745434,NA,NA,NA,"Ctrl_sub_2","DummyTreatment",NA,NA
"C","C","C","exploratory","Center_1","Ctrl",7.80800746585067,NA,NA,NA,"Ctrl_sub_2","DummyTreatment",NA,NA
"C","C","C","exploratory","Center_1","Ctrl",10.0755767983422,NA,NA,NA,"Ctrl_sub_2","DummyTreatment",NA,NA
"C","C","C","exploratory","Center_1","Ctrl",10.6209614988863,NA,NA,NA,"Ctrl_sub_2","DummyTreatment",NA,NA
"C","C","C","exploratory","Center_1","Ctrl",10.8730469578204,NA,NA,NA,"Ctrl_sub_2","DummyTreatment",NA,NA
"C","C","C","exploratory","Center_1","Ctrl",9.08326933457779,NA,NA,NA,"Ctrl_sub_2","DummyTreatment",NA,NA
"C","C","C","exploratory","Center_1","Ctrl",7.87334773205762,NA,NA,NA,"Ctrl_sub_2","DummyTreatment",NA,NA
"C","C","C","exploratory","Center_1","Ctrl",12.526370352179,NA,NA,NA,"Ctrl_sub_2","DummyTreatment",NA,NA
"C","C","C","exploratory","Center_1","Ctrl",11.5711823257406,NA,NA,NA,"Ctrl_sub_3","DummyTreatment",NA,NA
"C","C","C","exploratory","Center_1","Ctrl",5.79550535299688,NA,NA,NA,"Ctrl_sub_3","DummyTreatment",NA,NA
"C","C","C","exploratory","Center_1","Ctrl",9.9155901405692,NA,NA,NA,"Ctrl_sub_3","DummyTreatment",NA,NA
"C","C","C","exploratory","Center_1","Ctrl",9.19038117315503,NA,NA,NA,"Ctrl_sub_3","DummyTreatment",NA,NA
"C","C","C","exploratory","Center_1","Ctrl",10.1694745843944,NA,NA,NA,"Ctrl_sub_4","DummyTreatment",NA,NA
"C","C","C","exploratory","Center_1","Ctrl",11.508107570369,NA,NA,NA,"Ctrl_sub_4","DummyTreatment",NA,NA
"C","C","C","exploratory","Center_1","Ctrl",9.00141596565548,NA,NA,NA,"Ctrl_sub_4","DummyTreatment",NA,NA
"C","C","C","exploratory","Center_1","Ctrl",10.4288906191632,NA,NA,NA,"Ctrl_sub_4","DummyTreatment",NA,NA
"C","C","C","exploratory","Center_1","Treated",12.1891670563471,NA,NA,NA,"Treated_sub_1","DummyTreatment",NA,NA
"C","C","C","exploratory","Center_1","Treated",10.2092732840449,NA,NA,NA,"Treated_sub_1","DummyTreatment",NA,NA
"C","C","C","exploratory","Center_1","Treated",9.37839693334406,NA,NA,NA,"Treated_sub_1","DummyTreatment",NA,NA
"C","C","C","exploratory","Center_1","Treated",15.9944267694959,NA,NA,NA,"Treated_sub_1","DummyTreatment",NA,NA
"C","C","C","exploratory","Center_1","Treated",13.5830958188478,NA,NA,NA,"Treated_sub_2","DummyTreatment",NA,NA
"C","C","C","exploratory","Center_1","Treated",10.5847856982758,NA,NA,NA,"Treated_sub_2","DummyTreatment",NA,NA
"C","C","C","exploratory","Center_1","Treated",9.44891325602308,NA,NA,NA,"Treated_sub_2","DummyTreatment",NA,NA
"C","C","C","exploratory","Center_1","Treated",16.7509289224663,NA,NA,NA,"Treated_sub_2","DummyTreatment",NA,NA
"C","C","C","exploratory","Center_1","Treated",9.81282050337574,NA,NA,NA,"Treated_sub_2","DummyTreatment",NA,NA
"C","C","C","exploratory","Center_1","Treated",11.4697098866073,NA,NA,NA,"Treated_sub_3","DummyTreatment",NA,NA
"C","C","C","exploratory","Center_1","Treated",13.0863881184642,NA,NA,NA,"Treated_sub_3","DummyTreatment",NA,NA
"C","C","C","exploratory","Center_1","Treated",11.1713201041623,NA,NA,NA,"Treated_sub_3","DummyTreatment",NA,NA
"C","C","C","confirmatory","Center_1","Ctrl",9.98971742323393,NA,NA,NA,"Ctrl_sub_1","DummyTreatment",NA,NA
"C","C","C","confirmatory","Center_1","Ctrl",8.25907111647091,NA,NA,NA,"Ctrl_sub_1","DummyTreatment",NA,NA
"C","C","C","confirmatory","Center_1","Ctrl",9.07424191946119,NA,NA,NA,"Ctrl_sub_1","DummyTreatment",NA,NA
"C","C","C","confirmatory","Center_1","Ctrl",6.17769748983782,NA,NA,NA,"Ctrl_sub_1","DummyTreatment",NA,NA
"C","C","C","confirmatory","Center_1","Ctrl",10.7396320874271,NA,NA,NA,"Ctrl_sub_1","DummyTreatment",NA,NA
"C","C","C","confirmatory","Center_1","Ctrl",9.07542388543726,NA,NA,NA,"Ctrl_sub_1","DummyTreatment",NA,NA
"C","C","C","confirmatory","Center_1","Ctrl",10.6439117836333,NA,NA,NA,"Ctrl_sub_1","DummyTreatment",NA,NA
"C","C","C","confirmatory","Center_1","Ctrl",9.43199722014179,NA,NA,NA,"Ctrl_sub_1","DummyTreatment",NA,NA
"C","C","C","confirmatory","Center_1","Ctrl",13.3513938648064,NA,NA,NA,"Ctrl_sub_2","DummyTreatment",NA,NA
"C","C","C","confirmatory","Center_1","Ctrl",9.11767356618943,NA,NA,NA,"Ctrl_sub_2","DummyTreatment",NA,NA
"C","C","C","confirmatory","Center_1","Ctrl",8.55386806012025,NA,NA,NA,"Ctrl_sub_2","DummyTreatment",NA,NA
"C","C","C","confirmatory","Center_1","Ctrl",9.93497949833983,NA,NA,NA,"Ctrl_sub_3","DummyTreatment",NA,NA
"C","C","C","confirmatory","Center_1","Ctrl",8.02064396178708,NA,NA,NA,"Ctrl_sub_3","DummyTreatment",NA,NA
"C","C","C","confirmatory","Center_1","Ctrl",10.423619856177,NA,NA,NA,"Ctrl_sub_3","DummyTreatment",NA,NA
"C","C","C","confirmatory","Center_1","Ctrl",8.05596493253715,NA,NA,NA,"Ctrl_sub_3","DummyTreatment",NA,NA
"C","C","C","confirmatory","Center_1","Treated",9.90195693997663,NA,NA,NA,"Treated_sub_1","DummyTreatment",NA,NA
"C","C","C","confirmatory","Center_1","Treated",12.8982678695208,NA,NA,NA,"Treated_sub_1","DummyTreatment",NA,NA
"C","C","C","confirmatory","Center_1","Treated",11.2282886949147,NA,NA,NA,"Treated_sub_1","DummyTreatment",NA,NA
"C","C","C","confirmatory","Center_1","Treated",8.85972895403635,NA,NA,NA,"Treated_sub_1","DummyTreatment",NA,NA
"C","C","C","confirmatory","Center_1","Treated",13.7693009979538,NA,NA,NA,"Treated_sub_2","DummyTreatment",NA,NA
"C","C","C","confirmatory","Center_1","Treated",9.96881484279291,NA,NA,NA,"Treated_sub_2","DummyTreatment",NA,NA
"C","C","C","confirmatory","Center_1","Treated",15.9105879309849,NA,NA,NA,"Treated_sub_2","DummyTreatment",NA,NA
"C","C","C","confirmatory","Center_1","Treated",11.8193608120683,NA,NA,NA,"Treated_sub_2","DummyTreatment",NA,NA
"C","C","C","confirmatory","Center_1","Treated",12.4290776532584,NA,NA,NA,"Treated_sub_2","DummyTreatment",NA,NA
"C","C","C","confirmatory","Center_1","Treated",10.5229445905209,NA,NA,NA,"Treated_sub_2","DummyTreatment",NA,NA
"C","C","C","confirmatory","Center_1","Treated",10.8512226204735,NA,NA,NA,"Treated_sub_2","DummyTreatment",NA,NA
"C","C","C","confirmatory","Center_1","Treated",13.8462584787309,NA,NA,NA,"Treated_sub_3","DummyTreatment",NA,NA
"C","C","C","confirmatory","Center_1","Treated",13.386267943822,NA,NA,NA,"Treated_sub_3","DummyTreatment",NA,NA
"C","C","C","confirmatory","Center_1","Treated",11.7209993508765,NA,NA,NA,"Treated_sub_3","DummyTreatment",NA,NA
"C","C","C","confirmatory","Center_1","Treated",5.3786425468748,NA,NA,NA,"Treated_sub_3","DummyTreatment",NA,NA
"C","C","C","confirmatory","Center_1","Treated",13.0769315982257,NA,NA,NA,"Treated_sub_3","DummyTreatment",NA,NA
"C","C","C","confirmatory","Center_2","Ctrl",10.9789240724268,NA,NA,NA,"Ctrl_sub_1","DummyTreatment",NA,NA
"C","C","C","confirmatory","Center_2","Ctrl",7.60729650686941,NA,NA,NA,"Ctrl_sub_1","DummyTreatment",NA,NA
"C","C","C","confirmatory","Center_2","Ctrl",10.9254757064953,NA,NA,NA,"Ctrl_sub_1","DummyTreatment",NA,NA
"C","C","C","confirmatory","Center_2","Ctrl",11.9434071526525,NA,NA,NA,"Ctrl_sub_1","DummyTreatment",NA,NA
"C","C","C","confirmatory","Center_2","Ctrl",9.79805022934238,NA,NA,NA,"Ctrl_sub_2","DummyTreatment",NA,NA
"C","C","C","confirmatory","Center_2","Ctrl",7.28031859235721,NA,NA,NA,"Ctrl_sub_2","DummyTreatment",NA,NA
"C","C","C","confirmatory","Center_2","Ctrl",8.67046112945188,NA,NA,NA,"Ctrl_sub_2","DummyTreatment",NA,NA
